application_id,defaulted_loan
VTLA1591577258979,0
LMKZ1156659769855,0
ENWM9318530461786,1
NZQJ7883810095186,0
TVXG6616674791681,1
KPDH5412791929509,0
XWUV8169376332751,0
IRLN0150778944932,1
NXGZ0749696780515,0
IJTT9079389976696,0
ZJJB3149347270137,0
XGQT0287300683643,0
ACVM3858269395817,1
WSGB2599980481354,0
SORF4883058158994,1
TTCD2942133599684,0
MTHU0391939108303,0
YPMG7144108849870,0
HXRH9624885184540,0
WJJA8305716371659,0
JCQP7788731526014,0
ZIVV5036838089003,0
TVHK3113401522984,1
PIQW0751831498324,0
IDJZ0771901648674,0
PQBD1888866625911,0
CBFL4396366913563,1
WAEK2856461631319,0
ECNO2306129097535,0
HFMR9552623587432,0
HOTJ5990694309516,0
NQZV2647757225078,1
ZUUZ7955487678592,0
KPFJ9238589758294,0
YCGF3817827596242,0
SSAI0838247187354,0
GYPZ9425346027113,0
QNTB9313439774242,0
LKKU9488336768649,0
IGTF3891541118407,0
AIDM6882912895902,0
XGWH4815827444931,0
BWBB4444350862305,1
CABG5336512244141,0
JETS3682325031226,0
DFFQ4221341464363,0
YSGB6747730494975,0
RZDD3357277627648,0
LPNN7230028138531,0
NXVD2434712958797,0
AVYJ8560430944724,0
XPIX4289916255092,0
BEWP9671663631053,1
HVTQ6007319727866,0
FLOU8344874968874,0
GGDJ3069981992128,0
DXAJ7004980143611,0
UARL8374578460592,0
NXQL0113452714871,0
PBQO7771619151537,0
LMBA8507142206520,1
INLA8459275396371,1
VQMM0954223239765,0
RLJR9976184195131,0
JLKN7944625464939,0
WHOC2990950549573,0
XHRT8000665162008,0
QRJC4400091826735,0
BTKI9826733215877,0
EQBL3778847185320,1
NMFM5833157869284,0
KXZA6172735826234,0
HHHM8374366084130,0
ITKI9410414599630,0
IXHF7855920920455,0
KQWX0190364838970,0
EYGB2263999692253,0
YFRQ8210691545640,0
UZVS1578279193730,0
JCNB5044588278438,1
TBEI8395429299397,0
BEMX4053123774024,1
QGHX3971965481214,0
ENMM6554209499932,0
JUMW0163598505904,0
NLTR7584189208183,0
YQOX1418491604471,1
HCEY2093809189504,1
BKZF3681534218096,0
NXME2078995881831,0
ARMB3910562680961,0
UCJZ9835721321320,1
XDCF9905249799287,1
QVTV8241885813190,0
BCBO3131682767754,0
NVPB2020567800045,0
CYYT3280384054354,0
ZYVI1204302881195,1
TTZK9690268795088,0
YATA8417973508484,1
RHSV0599997013351,1
ENMI4602752928453,0
SEXT6935888706065,0
AGHF3810110261687,0
DAGX8257156182540,0
GTOF9982191462728,0
AXPY0569609736047,0
IOVE5377826948811,0
VJYU4715407516354,1
HRMR1166341828288,0
UAMN4443882439322,0
APAX8055918742159,0
KKRR1084036893054,0
BYGF8536739081098,0
DXVH5038063323298,1
TXJC2303401766458,1
YQEJ2574011508457,1
BTKU7230374613690,1
MBBL5048628912911,0
QJKT2413654939811,0
RAGS0293705447658,1
TXDV5209752115304,0
DTND2543507157641,0
DUKU1663438113069,0
DQFM8399780134345,0
WQIB5646966317203,0
PNEP1479890812070,1
EICN6344398848616,0
CRIO5662582564256,0
NAGW6978264462190,0
RSSJ1685675091640,0
ZTFC5295519022077,0
ZAZS0958802785058,0
NLEN9711571758128,0
XOBR5775259425809,0
JIUN4879862003671,0
HGJN5404087916733,0
WHAF3822174922668,0
HWPX0784022453978,0
OSPT6611371250449,1
KBGS2986935211470,0
NQJO1037113967338,0
XGBN2444944878851,0
UDHR4173139403839,0
IGZO8629625210726,0
MCYK2468967108474,0
AJCY3108284783639,0
FYLD1515149457651,1
UEGV8714170200516,0
JDOB4924530857390,0
GABY1885395831470,0
IOBM2398835398451,0
NWMV0587582522376,1
XKHE6166090991360,0
YWNM6459970599034,1
OFSU7396541986859,0
VKBX7237788032712,1
XYNP1318467805725,0
TVYT1737979059641,1
KAAN1519218408868,0
KWPX4454919329975,0
ABPV3899424236297,0
MJDA0133668878694,0
BXWN4191455077466,0
QDMI2707604958783,0
DASY1775906901717,0
FTNK5964510600816,0
YNPY2203943031683,0
MDOU4194065812507,0
CICO1260999999052,0
UZPK8129143579264,1
CNIS1609527611613,0
ZUUH8807805290360,1
XPIA9745376167085,0
LBMD2178003367731,0
TTWF0499390632260,0
MHFZ2859799320843,0
ICHX6427001393518,0
UDPS8684623293161,1
VCTX9008846057719,0
JPJV1930950436143,0
AGZU1736713324720,0
DRLX7670078767986,0
YRHR7166132165614,0
XBYH2464614901649,0
CHKH2532784385235,0
PDXF2184517300218,1
LFML3371951444493,0
CZGC0726770077478,1
YUYO2193696527183,1
CLWR3107864476585,0
XRNY9679238382762,1
UMXU0532230599237,0
PKEY6033438866495,1
WQLW7972074433997,0
YJRI4243543835660,0
DJAY3237163417363,0
TZIA8180844975218,0
UNWZ7461202300884,0
BGHQ8529925253306,0
YSXG2055521922402,1
WNYS5361074257262,0
PTFS6789063863837,0
XWDD1010760369327,0
TBJY7668465148299,0
XYWP9463768566438,0
LPCL1682169948213,0
FDTU1699031496555,0
XRUM6647130456476,1
IUES3102684290919,0
MYND1641884702172,0
IZSB3449006104749,0
HJBE3579324532264,0
QXXX9554624871272,0
XRRQ6729003415081,0
OBQA4666241739802,0
CFIO3191043478367,0
VAGC8042653583169,1
QFVL6884805700361,1
QRYH3207308507022,0
ZKHF9721322382337,0
LQYD0145445112595,0
AROD7520835358840,0
YSAU6369453410504,0
UGEB3772986829430,1
HJNA0541593532972,0
PUJG1631631612892,0
RVRY8808607358248,0
UFGH0503840090080,0
OOFG2559353372904,0
DEXU2171109601671,1
LHRU7993849474187,0
TBBZ1426993804690,0
QIJB8077455777969,0
CRWM1929611823739,1
NXEX5980385374743,0
ITCW6884198255980,0
DJPE0671275232291,0
KSXU2894645638096,0
UWHN3243361527691,0
VIDO2672559658857,0
WORW8421585444241,1
LBOC2480344980997,1
QKGO2706476159582,0
EMYL0165881992536,0
EKTY4730203738598,0
MFFE4017544197894,1
KYHU7052251494711,0
JHYU8100474889314,0
MVKU5949337343065,0
ORWK9399823971300,0
TRDE5608504089750,0
LACG3611988848191,1
WEAQ6134622290116,0
YGJA3447099292335,0
QLHN3091011060991,1
FQVG8834582937899,0
XNMO7888572929375,0
UBWG5896292561761,0
RBQY3765498933643,0
HNIK9005146734366,0
QRUP8358268823662,0
VCFW6194266311520,1
JKQK5392063744964,0
XOCK5863041570939,0
SNSB2631823511020,0
PPSP1765710758225,0
ALWS3912478610217,1
WEHV0722300256942,0
AVKQ9644331856374,0
KKXN2725107175611,0
YGCW2407901919090,1
ZFCR0074437554088,1
VWVV7485192323875,1
GOBA9478152972115,0
NHGW0572440217316,0
MFQA7023099365738,1
IUKM6820515251206,1
KNRP4177436082016,1
TRER4578825434016,0
FVFP4617676465436,0
WASK1813364823647,0
GOMX8816026526762,0
YHYH0241482585309,0
XASN9584643228338,1
QWYR0498877930934,0
EAJU4486884175955,0
UFOV2301202571302,0
SBKI8657391678515,0
MZDB6246675381283,0
GFXO6460810958396,0
SFHP9822024507471,1
URWC6247355139945,0
PWDH6347119147489,0
UWZN8529726229575,0
UAUO0401166663522,0
LTPH4136313304165,0
TCOF2053372682199,0
XXTB2696474854027,0
SQPJ6460978204863,0
TJHX4723632944051,0
VDPK6078243590488,0
CKHM3776223265292,0
LQFE7724332185337,1
VNKI5695509942125,0
WNED1268523710407,0
ERNT4106652542664,0
GNWB6297563191125,0
UAUE0440725672626,0
BJUR6627098761200,0
HRAN4856016006097,0
KJQK5765780665348,1
PYBO3755507991043,0
PXOL6540638180389,0
VWNR1624178096756,0
BMIY7095721295824,0
JICG1216768002997,1
WVTZ3201743403718,1
MAEJ0052008862564,0
OSAW7303281457995,1
TRQW1831790420319,0
ZERY5296524013187,0
AUES3659869138617,1
XMDN1438036118881,0
QAHL1012141162698,0
WOQV2982307837212,0
QWII5606185623259,0
NANL9836167738126,0
CTBK4989917858102,1
PWOT3480442430391,0
WZMU8510361297985,0
AIEV6379818483530,0
YFGQ1558777160885,0
BBRJ3917146479860,0
ACFE1775361326339,0
PJXO9725127696717,0
SCTW3550170021566,0
SYLV5601562002670,0
SZPM8286577303534,0
ALKO3842508229689,0
ZVHJ4808033142554,1
SHIT2590171753491,0
WHJR7731762424885,0
JJIR4333140389503,0
VKIK4436074591035,0
GTLB0740073985437,0
PANF2777030445244,0
OEFG1068571089198,0
JUEZ6744278299348,0
AOYK4077550308331,1
TBQG4248818133147,0
LQNT9056525319262,0
OBRD3884901984316,1
AXME8465345668122,0
ICEP8003913353154,0
CYZD4892463070577,1
VWWS5125298261224,0
HRKG6851512020857,0
ESSE3572838302817,0
ZCOI1168602976357,1
PGTL1389663952760,1
FQBX3685872920776,0
AABD5938074377654,0
HGII4611602748783,1
OBUS1040255232922,1
XLYV7137478999368,0
NBYF6021641900663,0
IQLL3138955019777,0
JLWN0331961609929,0
YTXW2017261011673,0
HOIS7095856887590,0
HTLK1600062801180,0
JJFL0401795760942,0
RDVJ4962921306725,0
BFOT0550734491149,1
MFNZ8148604036294,0
DWVM9196820726172,0
AGMS7795865362929,0
XAMC4554969909400,0
GEVJ3775370385584,1
VTTX5152762640670,0
WWXL4990218894381,1
JGLV3381503884232,0
KZYQ9895897618642,1
GSQJ8610091003727,1
ERTC8809646527207,0
IZJE3310076482514,0
APXD2979675788532,0
NHIN8593452081216,0
HFZW9473963110378,1
EZEG1332468744656,0
LREW5946618741115,0
KUGR0359643816846,0
MPFP6530347335760,0
SHEF0543247795729,0
LPQS8153184421411,0
IANE4709906457435,0
DNIQ2416056858147,0
HCGN5836029474146,0
VMQB3249947139353,1
UNIE8435732631847,0
IQSD7892040787552,0
DEAP5319116240489,0
FOBE6077094392669,1
TUCM5890835521163,0
BVXO1030533552595,0
IWYV6355485469972,0
MMBR3433746187809,0
YOQX5422535071791,0
GYYI7575239580438,0
YBRB9013784123148,0
YMCH1748687297377,1
XCDD4339554454801,0
XUIF5294188408864,0
KPIM7592105422872,0
HQSM1879626612932,0
HATD7908175166735,0
MHBR3901252351659,0
RIIX2856497962555,0
NBDX9682827634781,1
HQMR1693556546324,0
YBKE4912781038210,1
IIDB0661514226818,0
YUNC7601433183038,0
DBNP8196171851820,0
YAWH3091346594515,0
OMJR2531113982325,0
KFIT4115602140052,0
HFZD3992801590673,0
DVBJ7352547304991,1
TISL2682305313843,0
EZYC7351436745674,0
QAPW1988833879183,1
LRWO4086416592471,0
TFYO3433724199557,0
WNLB9336207799111,0
VHDF8923249826137,0
XUVW3507093405636,0
RFJM4425797512062,0
OOLE0414599150004,1
VCCW5590380690426,1
DASA6616026001195,0
UJCY3173711525203,0
SJLH7080956442556,0
WAVQ9951740473563,1
TXDS1064835668616,0
IFHY1892439632156,1
OCDI3100433699734,0
GYCH9252768762887,1
IUNI5414388106038,0
WWSN6454266153560,0
EDAF3778861959601,1
YGHR3672776590879,0
UYSJ8906001531833,0
VINI5113088632449,0
GVSP0500661868757,1
RWQW5448187471403,0
RMAT1443088655901,1
AOFQ5928711488462,0
CTHN4962758053062,0
AGYL2541641649611,0
EDAC4054972065311,1
GVWI9749533702545,0
WWDR4410148096800,0
KDYT1526956417627,0
EKCW0080746923045,0
FABF5568780418953,0
GYPK7806139396336,0
GUKV2783716391487,0
NWLS4751445874655,0
OFRD3714803705063,0
BJHR3539048973032,0
JPYN2270249575486,0
UDZJ0425179170544,0
WTGG3954958070427,0
TLTD0876915432801,1
AHFL7093511065048,1
LLOJ5006351282016,1
AIWT4090880435755,0
IAZH5864541067698,0
FYIS1900323518298,0
ORFS8955532599186,0
MIUM7148130251352,0
NGYQ4770097951716,0
DVRS0955159923050,1
QAHF2415033524874,0
JGWB6482955471173,0
NKSH1542184602748,1
EBKR5099781632381,0
GQKO9717125464466,0
OCUT5035259362712,1
CAEG2547411741368,0
OXOA9217881892640,0
UWDB8582048716896,0
CWQP5615571179561,0
WXHT3474232813284,1
OLBD5964755378022,0
ZVBS3452285879833,0
WCSB0057341502126,0
QZOC2422801397802,0
OLCN8376144040107,0
YBVQ2937152581470,1
TUSM6584601801016,1
HDHF9957618954656,1
ESIP9094773516081,0
BCJJ1682465431501,0
SYZE3395908667855,1
UOEQ1661610365303,0
VKEM7690076985936,1
XJXY7149733475292,1
MIYQ6309718465578,0
FKVZ7891210016961,0
AACC1051528076935,1
BBKJ1094143431194,0
CVOH0997330902094,1
TYKX8175663459192,0
NSFS3967296128666,0
TDNR5489063893412,0
JVAL9009217479955,0
IWNX2817015518707,0
LHHM3597836362234,0
EWUM9906319853955,0
SAUV8084229258991,0
AFWA3279175871399,1
VCXU9078759815052,0
CVCP2301155354903,0
WIPE3988094548947,0
RGBJ8637388505143,1
CORY5362949827220,1
OPRX8896410579810,0
FFXF5456661339909,1
GYGP8001970400057,0
KZGW8100446212444,0
RAQZ0761394216343,1
ZBVS9406509864132,0
ZOVA3557271619897,0
YWTM5681714014624,0
HGMC6558763089010,0
RADS6266626807440,1
WOLK7446828092831,0
STDL7996657603271,0
MDMQ2944971207763,0
QRID0729383159219,0
HGRZ7925409096936,0
CHCK9427848292759,0
JACE8506528020917,0
KUFA7316924259061,1
DFKP4598774853981,0
KNFR3513284124811,1
GRWW0820059118527,0
QMNH4208670864274,1
ORWA7519510215899,0
QHPC2075160049343,0
OZVP3713416751131,0
YORN2898983970485,0
EQTN4827088555394,0
JUDL8487797030156,0
TTFP4340401323697,0
CPAT5430645887700,1
ZMXC2103571948602,0
NXKL3824215477360,0
QZKM6801357430369,0
LDBK5520786599230,0
OLNS3817018900520,0
CAGX8510408209330,0
ZXMB8526441169142,0
SAMM2147642273942,1
EEBL5505674210424,0
UKPL8376605615010,1
WNIA4047771163350,1
KTFS6346091582803,0
GFXI1493369645404,0
SRCK7668462551097,0
OANI0326530805328,1
YDZQ4562784490545,0
COGJ0594543607716,0
GVUK3840552668398,1
IKFV4302569506210,0
UHRM9027280476652,0
TUNX6635092970846,0
TPPD3587459815172,0
LANU1449293607603,0
RQPE2932474673786,0
VQJS7516878495348,1
TUUB3580450348813,1
VHHI8247440436513,1
MHGB5832522527746,0
BHDF2364906672714,0
DTGD8232954958592,0
AHQS9034601119108,0
NTIS0910221716647,0
ZKOH5771564420079,0
AXBH9375607750194,0
KZUA4054608132421,0
GIYE2145718769462,0
RHRF2700051188736,0
JKAL2698091393550,1
CSCD2298282608110,0
UWVF5858065678220,1
BDVZ9781076191416,0
VVBM9183507696884,1
USOQ3461255361279,0
IZWH8459030655818,0
WJNP3046664526273,0
HMDH4363048876512,0
SMOT6368981248814,0
QHVO0438032906233,1
WUDZ2455336206785,0
SETN8363160262065,0
TEBH0940130023301,1
RJWA7644753839654,1
QSMA4680043866048,0
XESH4104544215297,0
QHFI0114192421657,0
EPKN9431853653776,0
EMZR8023807076007,1
XAFV8146414582777,0
PKTW2812540284335,1
VLMG4044372413189,0
GEIN2093911484676,0
DCGC7152868626392,0
GWGS7853095213375,0
JBME3576540379727,0
VLNS7135692187240,1
FDDL9735523988336,0
PWHF6875313480544,0
FNCE5805284684853,0
JKQX5653497943153,1
DBUG5860788099763,0
KAHA9600655247510,0
IEIS7830467505529,1
JBGC5680085052127,1
VDLZ8607324032397,0
RTQU9567159524966,0
AXNG2972998018055,1
DAIQ9707647503202,0
DBNX7676448646419,0
MAAI7469581184089,0
ZIBV4355858313093,0
KFZY0826556409476,0
NPPP8910520406262,0
EPOY4171909325318,0
APBB1127081623885,1
VXOI7392482115638,0
MOEH4548308976178,0
JLKA7449923253294,1
NXWU0448494214557,0
HDMQ4568873220637,0
OLOC7371095698877,0
KEOR7174003347800,0
LGSN7089481661454,0
WKUN3871949877816,0
QEPO7739740955977,0
GVTD5850380732230,0
NYYF3051174123301,0
VLLJ2962529782995,0
KFRS5797333876857,0
EXBA2690667655742,1
YFMT0320033520406,0
OLYD2545912156855,0
BAXB8144164271673,0
TXIL7791591771868,0
GUXT7894894499003,0
ZYYY5335773176215,0
VPPA1339915748565,0
RLFP7819914464532,1
TLEC4619755423624,0
YEUR1184581674296,0
BNME9158832808250,0
UKBV9147489184772,1
JNQK1882295347314,0
ODAM5434571263955,0
VTSX9177642176131,1
NFVC2277445332853,0
MCWZ7045780965098,0
LMUP9691485147242,1
JBVN2542892119126,0
PLMC6248300793821,1
WBRJ7858143247066,0
HGKC5965226357925,0
KXUG0949442110515,0
OWXN1142631701905,0
CLLE7766030568169,0
ZHVW5004037898874,1
IZDZ8337742536705,1
MATV5192999005207,0
BOPL0154383415655,0
TTCT7857895152188,0
OKSP4442577932876,1
ZPWD8215501359972,0
TFHG0773699251276,0
DCKR2786745244741,0
NLSO0397014491589,0
SDQO3214939623397,0
DOII0027418886320,0
KGZA5184922508479,0
IONE2788657459661,0
SHMQ3411425436694,1
CPOK9472837824133,0
MDOU3226638406114,0
BTWW0187282748147,0
ZZPI6648303090345,0
VRUN8944557341363,0
OJOQ9892059259400,1
CHGV9176429414981,1
UYAR2589601582062,0
QYMK8264652235390,0
EICI0854637941646,0
CEXS6776220510233,1
BMMW8097717494518,1
DKOY2291362760047,0
JAYB9461883576948,0
XGTH6577229399706,1
MMNP0255091525456,0
IAXE4724568350740,0
PTMT7014366864315,0
XIWO6108788280699,1
LDZA3620100803755,0
ILPD5629469440465,0
OWQX2163032542551,0
ULXA1153098803503,0
DHFN9669444737373,0
EENY9908992257021,0
JHFW0638136496120,0
QRAK9653576710063,0
SHRD6153246459434,0
VCRD4288678599460,0
DRGO1907443823364,0
JAQT6455356030869,1
JTHF4910223661227,0
KKCS4828173521530,0
SPTG1955485131781,0
JNNQ4041310294361,0
ROBO8290395297121,1
ACWP0647173365088,0
RLMD1699848309135,1
XEIV5048858660479,0
HIIJ0045789921310,0
GHXO4986449671322,0
OCXK0264186226025,0
JYXB7854160612715,0
TCKI4751096265980,0
PHPY4580319974393,0
FXOH6600694682950,1
LVCZ0904338082606,0
ARYG9563227047320,0
MOHE6477673584376,1
KNKA4966005611094,0
FTHQ0954925106649,0
EYVC3243955681291,0
MMVP9936526879984,0
FWYG0377387092276,0
LDIV8353014147355,1
BAIF7627349366664,1
YWQL9785706114814,0
PPID1078302961439,0
ELYA3837188248810,1
HGEO8024954586438,1
AZGE1456283652282,0
UVZB2514313430163,0
BZPL8534240583319,0
EGUR9935191754093,1
DDAW4563598585791,0
JDHH1722252548592,0
GVHC3461380959273,0
MJZA7879942495319,0
WXVC1765017907230,0
QGWD2816842749964,1
DSHA7910219981448,0
RUSC2095428885102,0
IRCM5487253928280,0
EAIW2242625457256,0
XWAZ8507968717490,0
SLRE2862364268459,0
LXZX2985208818668,0
RTXY6034826289384,1
ABAQ5873024156010,0
IQBS7135090576093,0
TWIN5441619748567,0
EHZJ5774499577880,0
VPUI2190356415534,1
NKCM9650137661070,0
VGDN9739079974458,1
RZDP5969562076110,0
LGCO8977614141284,0
YQRM6520334853979,0
FUWM2613510428389,1
SLHV4619408679820,0
BCTL6771678522104,1
KELZ1069496479703,1
EVLD1649277700911,0
GEVK7898099857117,0
XUBV6177211822969,0
VEFG4149543540822,0
VUZK8573782220120,1
QADF5030792892267,1
DQKU6359179303264,0
DMNJ4878282184098,0
UJYU2137168600188,0
KTHP2381948449942,0
GXKD7931706073039,0
OOCP0832615602346,1
HLWH2782447645529,1
UMOS3120344955029,1
VAIZ0248986986044,0
NFOP2870517908521,0
HPMX0828137775333,0
TBLR5672170747859,0
WGTT2098039634284,0
MSVA8696123892014,1
DMUJ3151766383483,1
RJOJ4226724367544,0
JNUA9644631326161,1
PEAT5792515324805,1
SHBK9576483631729,0
SWGX2308584347117,1
RDLZ3123370136854,0
IRQN8021640687390,0
CCMT1579552272854,1
HAYK6224710769327,0
XDGC5475971266446,1
XNTJ5547313623860,0
GSZN1987006054314,0
AXPP5925473345843,0
RYZH8744483034652,0
TVZN3725820538949,1
LLNT5205733486070,0
FDDJ5112512098913,0
VEWU4885922880037,1
NXXO4031880759717,0
BWIW5651110143955,1
SVFY7383310766944,0
KHDG2258075566636,0
WKFJ9112720511927,0
VFXF8632081399645,0
TWCO7916018655823,1
GQHX3033346615606,1
GVER3851436175666,0
LAYP3736776709190,0
HKUR2680228159966,0
ENSX4851308721147,0
XYYP2662478160404,0
FCWF8735446466979,0
ACTU4098932676289,0
FERJ6242458677393,0
WKZR4610433953991,0
NZWU5753995999232,0
ZBRF4627567921830,1
MODR0125194234521,1
ZLIS8950015883491,0
BKNQ2429047081959,0
AEZQ0127183855554,1
GEYW7802741886092,0
KPQU9302369725050,0
AEYK2065486215049,1
WUMK2201280323536,1
QWJG8828679526045,0
UQCT9603044315453,0
EBFD3379621624197,0
HPVR4354627220303,0
LVBA5565535404057,0
BJOX7074819881234,0
BCPW9974097459841,1
BIFH5277823856311,0
XFMC1344435153953,0
QXUQ6236704309474,0
RJMB3535313746786,1
BTCX3733834580739,0
BVRP4593350456894,0
DQPH0784907747418,0
PPWG8315883986073,1
CFTJ0850813460460,1
VNHQ4367970222866,0
GTVS3407297416130,0
THOZ4463844663201,1
PPTH0936119820310,0
LNJE5093113639855,0
RMMI1538894002470,1
ZJOW4901801543838,0
LWAZ4870172671354,1
XQKB5289871749624,1
IUQH6661310423194,0
DQAP1418286665484,1
ZLDS4901420791047,0
APSX4331422623613,0
YRFU9297266681584,0
CTDU3647296544497,0
SMLR0949718693116,0
BXNY4310993327026,0
NPGY4270160749898,0
MWZZ4340612911978,1
XWXU6397093053669,1
OJQF8233073671083,0
MBEQ8037910724659,1
IHID7288122902824,0
WTGE7518354639876,0
XXES1235171199583,0
KEAB2188077250931,0
NRRY4506844686845,1
FXBI3389047190382,0
FVXN9619796259864,0
BZOI1518828275631,1
XWED6296590205224,0
ALXH1041293619091,0
SGHI4901896652336,0
HCDY5146708037924,0
NWOY6726994818448,0
JYML1547800687592,0
BDTV6110304066282,0
DYSC1427892952595,0
WYUT8686762549462,0
QKNH0175301041038,0
GWQZ7101440286747,0
HBNV4207294713306,1
SPFP3165432349659,0
WWJY6536679420773,0
OPDU6277713632431,0
HHGX5867404506940,0
KMNR5229609749419,0
LNYH3151358971924,0
CHRS6458810073957,1
MLRS9682179714538,0
EMFG6537406485977,0
FRYC5548055460440,0
LCCI6633513831111,0
FKMX5508620229913,0
OYXT2581237660384,0
EBCG1290029849147,0
MJBU0829829743562,0
ISIH7107233884665,0
LIQH2955513522678,1
ATFF8476759304908,0
QUWN2370096624759,0
DNVI1541366998650,0
ZGYO8021973655332,0
UXZT0281494036301,0
VHDN0416089631161,0
ODWK0884752757682,1
NGKJ1959453189469,0
ZMJY6249593486050,1
PKFG7058111842671,1
DYRK7879051161067,0
EVMO6309639625410,0
DTQC7673234737610,0
XBWN9234871400378,0
GXAZ6351119417561,1
MHFF8320074892475,0
FWQA7096048035183,0
WRDN0466215036834,0
MMOV6136725360484,1
GZOL1038367877297,0
ZTDD9106624723632,0
WFUL0852313937582,1
DGBW8209479421316,0
PVGE7187150903556,1
QVUG2972957917448,1
NXFY6084077233800,0
VTXI9284063535054,1
KIZE1603402730351,1
PUQZ0807717314366,0
KZMA2063815311020,0
TUVA1143349778356,0
DTAF6360862340568,0
YADM7170081753264,0
NDZC0693053155367,1
FWRB4503549723974,1
OWGT2573834454040,0
MYUI8244660007280,1
EIJK1001471680291,1
YAEI9399060791535,0
EAMH7843953208848,0
QFMW4125220762198,0
CIVL6012885627165,0
KYYE6613435732272,0
IHTZ2996742179909,0
TQPB5600305048061,0
UEBZ3826230514109,1
PILS3643678111957,0
FNLD5275300517940,0
AHVP4050470404151,1
EBSA1828475635244,0
VWMX9589205227835,1
AKJN3508256007389,0
XMIB2734985198798,0
AQVI9707232651099,0
LKSP2579760662321,0
UBSD8192710733125,1
BYAU4174909116657,0
XNLB9478375504318,0
CDJZ3237486098612,0
MDPF0041271635833,0
NCTW2434649586499,0
NJOQ6895475228747,0
UHGQ5547196641556,1
LFGR4300001301968,1
EBOX0949138722116,0
NMPR9547511813780,0
JMHA0698354151447,0
AEEN1402075115422,1
QCKQ9461113939016,0
WOMP9932369163331,0
HXNG8961927681150,1
HAFI0576630055172,0
IQFV0317628660509,1
QYPH4280314817590,1
TFFT4328903083783,0
QIWQ4858526261514,0
LYZX4897508469304,0
DKLG1199525776833,1
PMUS9864546473890,1
DTOH7174476091962,0
KTWW0061197561281,1
XYBB9468633428268,1
OXOS8658604045098,0
AXWO1702957398037,1
CEYC1356408154785,0
PBCN1275500006066,1
STQQ9533422694378,0
UPTN3301030987527,1
KJKV9184551910346,1
EXMN0796816171747,0
ZLGM3866214143091,0
SVQN0902449888108,0
IYSW9184459003000,1
YZMJ0747176929764,1
ZUFS6918801414724,0
GWON9032830242656,0
XKSC7678988021011,1
IIUG8037082612678,1
MIYV5931792403318,0
GPDU3393141679488,1
NVFS2977683336784,0
NRVW4789473394760,0
VBUQ9173110609053,0
QPTD4730433108857,0
QUCT1174236247072,0
ZCUR6527966842861,0
IADP6568052917304,0
SSJL2214475646435,0
HULH6274851522874,0
HMIW9493809247636,0
VBXT7759074957235,1
TBPT9165858672234,0
IDPE0290565946009,0
CPFC6162383103338,1
JZSP9652415885981,0
DWWQ5799233790782,0
DXJZ3131628683485,0
XBMP3836682392801,0
HXPL4583846526770,0
CJMY0445213577912,0
CSWR8093607311627,0
VCUP8849849375832,0
IQIJ7779764529080,0
WSTB4948845596521,0
LMQP3384808638317,1
ISDY9995732582060,0
IGLC5876278404879,1
ODHY4494683463752,0
WSIS0688831510685,0
UQES3209330130281,0
AEVE5649652742237,0
FPUX7606542599173,0
XJKZ9272048434362,1
YSTX4229495796755,1
HEOE6445862447370,0
APQV2743005520890,0
GBSE3398212652196,1
FEDU5986043368974,0
KKQL4275102469033,1
WYZY0944532603845,0
PCZO9944945268963,1
WRNK3061955192005,0
SYHN2273655520924,0
UQLK8574848378869,1
GVLQ5789441926020,1
UQUW7652263221269,1
YLOF2318071479751,0
HVXK3410843212561,1
YDXE7505723484119,0
XGLO5412419392537,0
ZUYM0609087409308,1
CULM2377152598099,0
IRRG2344246866410,0
XAHG8511297093633,1
LLNU7545914265971,0
DNAJ1011509560841,0
SSTT6987937412874,1
JEVN9985360230426,0
LJPZ3564383298856,0
TUVE9332766904984,0
GFBZ7956093419138,0
JTCD2750625950836,0
WCHS1114263662400,1
LIXP2176531857767,0
BGNL0310955344295,0
KVRB5103687976695,0
CBUW2892433899521,0
XOFF5948648209208,1
LJYS9827459607419,0
PEXA2408901871868,0
NKAW6073304693103,0
OEVF9002296172011,0
JZBI1123958688771,0
ELOB5242623378933,0
ELBU4027025827336,1
YKSH3786837432278,1
HYGD0505629847327,0
SGTF4393303858781,0
ILFX4647379532680,0
LKZC0904949059096,0
YXSA6168718534373,1
AGBC0215653492261,0
HKXE8779806804956,0
TZIA6030050817561,0
YPAA6271145624472,0
UJFJ2062948831803,0
CRPB1353273472275,0
VJJZ8559160944134,1
ECBR0982774750264,1
ZDDJ4782301891988,0
FABS3917440227193,0
FRPM1092268818062,0
AFZY7182793266915,0
VVHF7211416785273,0
LZUD0935554112793,1
DUCB8710294830440,0
AENS3708932164619,1
EWGU2931332327726,0
YOKD2816573621989,0
KMOL2689202193785,0
JXQR7589124736151,0
XWYY3092612842938,0
WULS3504481851671,0
VQUP8903381000817,0
AOSR3178190833639,1
WDAA4136100800907,1
VXMP4761918903310,0
BISA8997416674243,0
XDTM0877144871273,0
CSHF5275357527000,0
EKQU5020712637502,0
KQXI9048868280425,1
FKAE6584982000230,0
OWMF1162474039232,1
MDVL7770740871072,0
HSOU5031175708327,0
UJNY1144302453479,1
UIGG9501302670810,0
WBSN4474213961385,0
BHFJ6283205201332,1
DYFX1076122515825,0
VUVO3770786572122,0
VABJ6805598734140,1
PSTN1182104721482,0
EMNB8096631028638,0
VDYB0315217742265,0
OTIU8307209629360,0
KKEP1694383441070,0
BXSP1675133438394,0
